Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Shipping Cost,Order Priority
ES-2013-5778561,07/12/2013,10/12/2013,First Class,LM-17065,43.8,High
IT-2011-4045107,30/08/2011,06/09/2011,Standard Class,MG-17875,43.79,Low
ES-2013-3687340,16/12/2013,22/12/2013,Standard Class,BS-11800,43.78,Medium
ID-2014-75533,17/06/2014,22/06/2014,Standard Class,SV-20935,43.76,High
MX-2014-148719,11/04/2014,14/04/2014,First Class,OT-18730,43.75,High
IN-2013-61239,26/12/2013,26/12/2013,Same Day,SB-20170,43.75,High
IN-2014-36452,30/08/2014,05/09/2014,Standard Class,JA-15970,43.74,Medium
ID-2014-35073,09/04/2014,12/04/2014,First Class,DK-13150,43.74,Medium
ES-2011-5298002,28/06/2011,01/07/2011,First Class,CV-12805,43.72,High
CM-2014-5980,20/01/2014,26/01/2014,Standard Class,BF-1020,43.72,Medium
US-2014-117282,30/11/2014,05/12/2014,Second Class,RH-19495,43.71,High
CA-2012-116092,15/02/2012,18/02/2012,Second Class,JM-16195,43.71,Medium
MX-2012-115798,03/11/2012,07/11/2012,Standard Class,MD-17860,43.69,High
CA-2014-163510,26/12/2014,29/12/2014,Second Class,JW-15955,43.66,High
MX-2011-135104,01/11/2011,03/11/2011,First Class,TT-21460,43.66,Medium
MX-2014-143742,12/03/2014,14/03/2014,First Class,LE-16810,43.66,Critical
IN-2011-48009,17/12/2011,21/12/2011,Standard Class,BD-11635,43.64,Medium
CG-2014-1230,18/01/2014,21/01/2014,First Class,PS-8760,43.64,Medium
IN-2011-34191,23/03/2011,26/03/2011,First Class,TS-21505,43.63,High
ID-2012-75316,03/05/2012,07/05/2012,Standard Class,PA-19060,43.62,Medium
KE-2013-9550,29/07/2013,04/08/2013,Standard Class,CS-2505,43.61,Medium
ES-2014-4238956,11/09/2014,16/09/2014,Standard Class,RP-19390,43.59,Medium
ID-2013-72915,10/09/2013,15/09/2013,Standard Class,DF-13135,43.58,Medium
SF-2011-4820,06/06/2011,08/06/2011,Second Class,GW-4605,43.58,High
ES-2012-4718907,14/12/2012,18/12/2012,Standard Class,TP-21130,43.57,Medium
EG-2014-9390,11/06/2014,14/06/2014,First Class,ST-10530,43.57,Critical
US-2011-125521,14/03/2011,19/03/2011,Standard Class,CK-12325,43.56,Medium
PL-2013-6380,05/06/2013,09/06/2013,Standard Class,HP-4815,43.56,Medium
MX-2011-129420,15/01/2011,17/01/2011,First Class,RB-19795,43.56,Medium
CA-2014-163265,17/02/2014,22/02/2014,Standard Class,JS-16030,43.54,Medium
AG-2012-8490,18/09/2012,23/09/2012,Standard Class,LC-7050,43.54,Medium
ES-2012-1030632,21/09/2012,26/09/2012,Standard Class,MV-17485,43.51,Medium
JO-2012-9420,29/01/2012,02/02/2012,Standard Class,RH-9510,43.51,Medium
ES-2014-4682575,28/03/2014,01/04/2014,Standard Class,RS-19420,43.49,High
MX-2014-158631,29/09/2014,29/09/2014,Same Day,EN-13780,43.48,Critical
IS-2012-750,25/10/2012,27/10/2012,Second Class,BD-1605,43.47,Critical
MX-2014-142069,16/01/2014,22/01/2014,Standard Class,SK-19990,43.46,Medium
MX-2013-133256,04/06/2013,08/06/2013,Standard Class,RD-19480,43.45,Medium
CA-2013-142398,13/04/2013,17/04/2013,Standard Class,BP-11290,43.45,Medium
TU-2011-9110,07/06/2011,09/06/2011,Second Class,CB-2415,43.45,High
MX-2012-156937,22/11/2012,26/11/2012,Standard Class,JK-15625,43.45,High
CA-2012-102848,07/11/2012,09/11/2012,Second Class,KB-16240,43.43,Critical
MX-2012-116904,24/05/2012,28/05/2012,Standard Class,JH-15430,43.42,Medium
CA-2011-142769,13/09/2011,13/09/2011,Same Day,RP-19390,43.41,High
MX-2012-154970,14/07/2012,15/07/2012,First Class,RD-19810,43.4,Critical
MX-2013-143455,20/04/2013,25/04/2013,Standard Class,AG-10675,43.38,Medium
US-2014-136721,09/04/2014,13/04/2014,Standard Class,NH-18610,43.37,High
IN-2012-27975,16/01/2012,21/01/2012,Standard Class,PB-19150,43.36,Medium
SU-2013-4080,01/06/2013,03/06/2013,First Class,JD-6015,43.35,Medium
MX-2014-141712,31/12/2014,31/12/2014,Same Day,RB-19465,43.35,Critical
US-2011-149874,10/06/2011,15/06/2011,Second Class,JD-16015,43.34,Medium
CA-2012-129532,08/12/2012,12/12/2012,Standard Class,YS-21880,43.34,High
MX-2013-137050,09/08/2013,14/08/2013,Standard Class,DR-12880,43.33,Medium
CA-2012-135685,16/11/2012,18/11/2012,Second Class,MP-18175,43.33,Medium
EG-2013-6390,01/07/2013,07/07/2013,Standard Class,EJ-4155,43.31,Medium
MX-2014-103478,20/11/2014,22/11/2014,Second Class,SP-20620,43.31,Critical
ES-2014-3626252,10/11/2014,15/11/2014,Standard Class,MH-17290,43.29,Medium
ID-2014-51439,01/06/2014,08/06/2014,Standard Class,BV-11245,43.28,Low
CA-2014-164378,16/07/2014,19/07/2014,Second Class,MM-18055,43.28,Medium
IN-2014-26407,30/08/2014,04/09/2014,Standard Class,VW-21775,43.27,Medium
ES-2014-4229063,17/02/2014,22/02/2014,Standard Class,NS-18505,43.26,Medium
ES-2014-3346135,03/10/2014,08/10/2014,Standard Class,DP-13000,43.25,Medium
IN-2014-40008,09/09/2014,14/09/2014,Standard Class,RB-19795,43.25,Medium
CA-2014-169894,25/11/2014,30/11/2014,Second Class,MV-17485,43.25,Medium
ES-2014-2349858,19/08/2014,24/08/2014,Second Class,BP-11050,43.23,High
ID-2014-85228,07/11/2014,10/11/2014,Second Class,CC-12685,43.23,Medium
US-2013-152667,30/10/2013,30/10/2013,Same Day,VT-21700,43.23,High
MX-2013-115476,18/09/2013,22/09/2013,Second Class,RR-19315,43.22,High
ES-2014-4251554,30/04/2014,05/05/2014,Standard Class,LA-16780,43.21,Medium
EG-2013-8790,13/11/2013,17/11/2013,Standard Class,SC-10440,43.21,Medium
ES-2012-5283047,15/10/2012,17/10/2012,First Class,JF-15565,43.2,High
CA-2012-151589,27/12/2012,30/12/2012,First Class,RE-19450,43.2,High
ES-2011-2230157,03/08/2011,07/08/2011,Standard Class,JG-15310,43.18,Medium
ES-2012-5436698,19/07/2012,21/07/2012,First Class,LH-16900,43.18,High
ES-2014-2826329,24/07/2014,31/07/2014,Standard Class,JO-15550,43.17,Low
IN-2012-46560,07/09/2012,13/09/2012,Standard Class,SZ-20035,43.17,Medium
IN-2014-72348,22/09/2014,28/09/2014,Standard Class,GH-14425,43.17,Medium
ES-2014-4393007,09/06/2014,12/06/2014,First Class,SH-20395,43.16,High
IT-2012-5199936,27/01/2012,02/02/2012,Standard Class,GA-14515,43.16,Low
MX-2011-162670,20/10/2011,25/10/2011,Second Class,DV-13465,43.14,Medium
IN-2013-26029,20/12/2013,20/12/2013,Same Day,KH-16510,43.14,Medium
MX-2013-108868,26/09/2013,28/09/2013,Second Class,CP-12085,43.14,High
CA-2014-104801,14/02/2014,20/02/2014,Standard Class,FH-14350,43.13,Medium
US-2014-161424,11/11/2014,15/11/2014,Standard Class,PJ-18835,43.13,High
ES-2014-3250104,08/04/2014,12/04/2014,Standard Class,CM-12160,43.12,High
ES-2013-3513264,02/06/2013,08/06/2013,Standard Class,CC-12145,43.12,Medium
IN-2014-43158,05/04/2014,10/04/2014,Second Class,PG-18820,43.12,High
CA-2011-128846,07/04/2011,12/04/2011,Standard Class,RS-19765,43.12,Medium
MX-2012-169761,18/01/2012,20/01/2012,Second Class,KB-16315,43.1,Medium
IN-2011-25035,12/08/2011,14/08/2011,First Class,SN-20560,43.1,Critical
US-2013-162859,15/02/2013,22/02/2013,Standard Class,PG-18820,43.09,Low
ID-2013-50347,28/08/2013,04/09/2013,Standard Class,SP-20620,43.08,Low
CA-2013-144015,27/06/2013,27/06/2013,Same Day,AH-10075,43.08,Critical
US-2011-149069,24/11/2011,29/11/2011,Standard Class,CY-12745,43.08,Medium
TU-2011-9120,15/07/2011,18/07/2011,First Class,CG-2040,43.07,Critical
US-2013-113866,04/06/2013,10/06/2013,Standard Class,TP-21130,43.05,Low
MX-2013-137449,04/11/2013,11/11/2013,Standard Class,RP-19855,43.05,Low
MX-2012-131058,16/03/2012,18/03/2012,Second Class,JS-15940,43.05,High
IN-2011-51117,15/12/2011,20/12/2011,Standard Class,DM-13525,43.04,Medium
IN-2012-83464,24/08/2012,31/08/2012,Standard Class,BF-11005,43.04,Medium
CA-2011-159835,17/11/2011,24/11/2011,Standard Class,RB-19330,43.04,Medium
CG-2014-5570,28/05/2014,01/06/2014,Standard Class,JB-6000,43.04,High
US-2013-152051,26/06/2013,30/06/2013,Standard Class,TS-21160,43.03,High
NI-2014-9870,17/12/2014,19/12/2014,First Class,PF-9225,43.03,Critical
MX-2013-151022,01/08/2013,04/08/2013,First Class,RS-19765,43.03,High
MX-2014-131702,06/10/2014,12/10/2014,Standard Class,MH-18025,43.02,Medium
IN-2013-85550,15/08/2013,18/08/2013,First Class,TS-21340,43.02,High
MX-2014-100006,07/05/2014,08/05/2014,First Class,JS-15940,43.02,High
CA-2013-148747,26/09/2013,28/09/2013,First Class,AS-10045,43.01,Critical
MX-2013-142818,29/11/2013,04/12/2013,Standard Class,OT-18730,43,Medium
IN-2013-36641,15/03/2013,19/03/2013,Standard Class,JP-16135,42.99,High
CA-2012-153416,24/11/2012,29/11/2012,Standard Class,TS-21340,42.98,Medium
MX-2012-148733,14/04/2012,20/04/2012,Standard Class,BD-11605,42.98,Low
IN-2012-74168,20/10/2012,24/10/2012,Standard Class,JM-15535,42.97,Medium
CA-2012-149748,31/05/2012,02/06/2012,Second Class,EM-13825,42.95,High
KG-2014-3460,08/04/2014,13/04/2014,Standard Class,TG-11310,42.95,Medium
ES-2012-4287995,19/06/2012,24/06/2012,Standard Class,KH-16360,42.94,High
MX-2012-126053,28/04/2012,01/05/2012,First Class,GB-14530,42.94,High
MX-2013-110779,18/01/2013,20/01/2013,First Class,WB-21850,42.93,High
IN-2014-44047,29/10/2014,04/11/2014,Standard Class,MS-17830,42.93,Medium
ID-2012-63430,19/12/2012,25/12/2012,Standard Class,SC-20380,42.93,Medium
IN-2013-42731,30/12/2013,03/01/2014,Standard Class,DG-13300,42.93,High
ID-2014-54442,31/12/2014,04/01/2015,Standard Class,MY-18295,42.92,Medium
RS-2012-3460,16/01/2012,22/01/2012,Standard Class,FO-4305,42.92,Medium
MX-2014-128692,17/09/2014,23/09/2014,Standard Class,EM-14140,42.92,Low
MX-2011-149027,22/10/2011,27/10/2011,Standard Class,AO-10810,42.9,Medium
ES-2012-2418365,21/05/2012,26/05/2012,Standard Class,LT-16765,42.9,Medium
CA-2014-107629,15/12/2014,15/12/2014,Same Day,DB-13060,42.9,High
ID-2012-45363,29/06/2012,06/07/2012,Standard Class,JG-15805,42.89,Medium
ID-2014-11826,17/12/2014,20/12/2014,Second Class,TP-21565,42.88,High
IZ-2012-1710,17/01/2012,22/01/2012,Standard Class,CP-2340,42.86,Medium
SA-2013-8190,12/10/2013,15/10/2013,Second Class,PN-8775,42.85,High
MX-2011-128356,27/06/2011,27/06/2011,Same Day,NR-18550,42.85,Critical
MX-2013-163783,21/09/2013,25/09/2013,Standard Class,KC-16540,42.8,Medium
IN-2012-31608,03/10/2012,07/10/2012,Standard Class,BP-11290,42.8,High
CA-2014-166576,17/05/2014,19/05/2014,First Class,JM-15865,42.8,High
MX-2014-100650,28/07/2014,02/08/2014,Second Class,LS-17200,42.8,Medium
MX-2014-150868,15/10/2014,15/10/2014,Same Day,DD-13570,42.79,Medium
IN-2014-83919,02/07/2014,06/07/2014,Standard Class,RB-19330,42.79,Medium
ID-2013-86971,13/06/2013,19/06/2013,Standard Class,RH-19495,42.79,Medium
TZ-2014-1350,18/08/2014,21/08/2014,First Class,CS-1950,42.79,Medium
CA-2012-106320,25/09/2012,30/09/2012,Standard Class,EB-13870,42.77,Medium
ID-2012-39224,04/06/2012,08/06/2012,Standard Class,JH-15430,42.74,High
CA-2011-153808,06/04/2011,10/04/2011,Second Class,FH-14275,42.74,High
CA-2011-104563,07/03/2011,12/03/2011,Standard Class,CM-12715,42.74,Medium
MX-2014-167514,09/01/2014,12/01/2014,Second Class,ER-13855,42.73,Critical
SA-2011-4100,06/06/2011,11/06/2011,Second Class,LE-6810,42.73,Medium
AJ-2014-6800,27/12/2014,01/01/2015,Standard Class,DR-2880,42.72,Medium
MX-2013-126956,12/10/2013,16/10/2013,Standard Class,PF-19120,42.72,High
MX-2013-147445,19/11/2013,24/11/2013,Standard Class,EH-13945,42.68,Medium
ES-2013-2523030,08/08/2013,11/08/2013,Second Class,AB-10150,42.67,High
IN-2013-30460,07/06/2013,12/06/2013,Standard Class,SR-20740,42.67,Medium
US-2014-146080,01/04/2014,01/04/2014,Same Day,MW-18220,42.67,Critical
IN-2014-33834,26/12/2014,29/12/2014,First Class,SP-20620,42.65,Critical
ES-2013-2624531,30/08/2013,31/08/2013,First Class,BD-11500,42.63,Critical
IN-2014-29207,22/07/2014,27/07/2014,Standard Class,ML-17755,42.63,Medium
EG-2014-7490,27/01/2014,03/02/2014,Standard Class,CS-2460,42.63,Medium
IN-2013-77570,01/01/2013,03/01/2013,First Class,BO-11425,42.61,High
US-2013-139087,18/07/2013,23/07/2013,Second Class,DK-13375,42.61,Medium
IT-2011-2753313,18/08/2011,22/08/2011,Standard Class,NR-18550,42.6,High
CA-2011-122882,07/09/2011,13/09/2011,Standard Class,SB-20290,42.58,Medium
CG-2014-8350,25/09/2014,30/09/2014,Standard Class,JR-5700,42.57,Medium
BO-2014-8490,11/12/2014,11/12/2014,Same Day,EB-4110,42.56,Medium
IN-2012-64221,05/07/2012,07/07/2012,First Class,AO-10810,42.53,Medium
ID-2013-33897,23/07/2013,25/07/2013,Second Class,LT-17110,42.53,Medium
EG-2012-1730,20/12/2012,22/12/2012,Second Class,KT-6480,42.52,Medium
MX-2012-134656,14/07/2012,16/07/2012,Second Class,JC-16105,42.52,Medium
IZ-2012-1990,18/06/2012,21/06/2012,First Class,MS-7710,42.51,High
YM-2014-3460,27/11/2014,29/11/2014,First Class,KF-6285,42.51,Medium
MX-2012-129672,22/04/2012,25/04/2012,First Class,DM-12955,42.49,Medium
NI-2014-8490,05/11/2014,07/11/2014,Second Class,HW-4935,42.48,High
IT-2012-4452672,29/03/2012,02/04/2012,Standard Class,CD-12280,42.46,Medium
ES-2013-2023938,08/06/2013,13/06/2013,Standard Class,SV-20365,42.44,Medium
IN-2011-39308,11/01/2011,18/01/2011,Standard Class,DF-13135,42.43,Medium
MX-2013-134985,08/07/2013,10/07/2013,Second Class,SB-20185,42.43,Critical
MX-2014-135209,02/12/2014,04/12/2014,Second Class,MS-17710,42.42,High
IT-2011-2359180,13/12/2011,17/12/2011,Second Class,BV-11245,42.42,High
MX-2014-161459,30/09/2014,04/10/2014,Standard Class,SC-20680,42.41,High
ID-2012-72558,28/11/2012,03/12/2012,Standard Class,PR-18880,42.39,Medium
ID-2012-86943,01/12/2012,06/12/2012,Standard Class,VP-21730,42.39,Medium
US-2012-130274,17/07/2012,20/07/2012,First Class,GM-14695,42.39,High
CA-2011-103492,10/10/2011,15/10/2011,Standard Class,CM-12715,42.38,Medium
ES-2014-4896612,26/08/2014,30/08/2014,Standard Class,TC-20980,42.37,High
CA-2014-154039,18/02/2014,23/02/2014,Standard Class,JK-16120,42.37,Medium
CA-2012-130456,21/08/2012,26/08/2012,Standard Class,DS-13180,42.37,Medium
CA-2011-126193,07/09/2011,14/09/2011,Standard Class,SS-20410,42.35,Low
US-2013-160486,18/12/2013,18/12/2013,Same Day,JP-15460,42.34,Critical
IN-2011-10328,30/11/2011,02/12/2011,Second Class,AR-10540,42.34,Critical
IN-2012-63395,08/10/2012,12/10/2012,Standard Class,JP-15460,42.33,Medium
MX-2013-161592,19/03/2013,22/03/2013,Second Class,TB-21055,42.29,High
MX-2013-106019,20/09/2013,26/09/2013,Standard Class,ND-18370,42.29,Medium
MX-2011-140641,04/01/2011,09/01/2011,Standard Class,MH-17785,42.28,High
IN-2014-58607,29/10/2014,03/11/2014,Standard Class,SC-20380,42.26,High
US-2012-164448,31/10/2012,04/11/2012,Second Class,DK-12835,42.26,High
US-2011-156559,19/08/2011,26/08/2011,Standard Class,LH-16900,42.26,Low
MX-2011-159009,15/06/2011,19/06/2011,Standard Class,EJ-13720,42.26,Medium
IN-2014-56010,15/09/2014,17/09/2014,First Class,NH-18610,42.25,High
AU-2012-4970,22/12/2012,28/12/2012,Standard Class,AM-360,42.25,Medium
MO-2012-4180,31/03/2012,31/03/2012,Same Day,BW-1110,42.25,High
MX-2013-136819,06/02/2013,12/02/2013,Standard Class,SG-20470,42.25,Medium
MX-2013-128706,20/09/2013,24/09/2013,Second Class,JO-15280,42.24,Medium
IN-2011-66629,16/09/2011,19/09/2011,First Class,PH-18790,42.22,Medium
MO-2014-9540,06/11/2014,13/11/2014,Standard Class,PM-8940,42.22,Medium
SY-2014-10,20/12/2014,22/12/2014,Second Class,BP-1095,42.22,High
ES-2012-5659427,18/01/2012,22/01/2012,Standard Class,JJ-15760,42.21,Medium
ES-2014-2785118,14/04/2014,17/04/2014,Second Class,JH-16180,42.21,Critical
IT-2012-2666705,23/08/2012,29/08/2012,Standard Class,SR-20425,42.18,Low
ES-2014-5822421,27/06/2014,01/07/2014,Standard Class,CS-12460,42.18,Medium
ES-2014-3430575,21/04/2014,23/04/2014,Second Class,CC-12220,42.17,Medium
CA-2012-138898,25/05/2012,29/05/2012,Standard Class,JH-16180,42.17,Medium
RO-2011-5170,11/08/2011,15/08/2011,Standard Class,PB-9210,42.17,Medium
MZ-2014-4670,24/06/2014,29/06/2014,Standard Class,AZ-750,42.17,Medium
IN-2012-54113,11/10/2012,17/10/2012,Standard Class,PG-18895,42.15,Medium
RS-2013-2980,07/06/2013,11/06/2013,Standard Class,BE-1335,42.15,Medium
IN-2013-71263,21/08/2013,26/08/2013,Standard Class,MD-17350,42.14,High
IN-2012-48520,26/01/2012,30/01/2012,Standard Class,AJ-10945,42.12,Medium
IN-2011-79971,02/12/2011,07/12/2011,Standard Class,RS-19765,42.12,High
IN-2013-14437,12/08/2013,19/08/2013,Standard Class,NG-18355,42.11,Medium
CA-2014-115994,29/01/2014,01/02/2014,Second Class,BT-11305,42.11,High
TZ-2013-9020,24/09/2013,28/09/2013,Standard Class,AP-915,42.11,Medium
US-2011-168501,21/11/2011,27/11/2011,Standard Class,JK-15325,42.08,Low
ES-2012-5188979,25/01/2012,26/01/2012,First Class,KH-16330,42.07,Critical
IN-2013-64984,05/02/2013,09/02/2013,Second Class,MK-17905,42.07,Medium
CA-2014-136350,25/06/2014,27/06/2014,Second Class,GA-14515,42.07,Critical
UP-2014-7700,27/03/2014,01/04/2014,Standard Class,NP-8685,42.07,High
CA-2014-144596,07/11/2014,11/11/2014,Standard Class,CD-11980,42.06,High
ES-2014-4365132,10/04/2014,14/04/2014,Standard Class,JH-15910,42.04,Medium
ZA-2014-9260,07/03/2014,10/03/2014,Second Class,AA-375,42.04,Critical
IT-2011-1780558,25/05/2011,29/05/2011,Standard Class,JC-16105,42.03,Medium
CA-2011-159338,25/06/2011,28/06/2011,First Class,NS-18640,42.02,Medium
MX-2011-136245,05/11/2011,10/11/2011,Standard Class,BW-11110,42.01,Medium
SF-2012-6610,16/06/2012,22/06/2012,Standard Class,DV-3045,42.01,Medium
MX-2014-138233,01/08/2014,07/08/2014,Standard Class,AF-10885,42,Medium
CA-2011-127131,24/11/2011,30/11/2011,Standard Class,HR-14830,41.99,Low
CA-2011-155796,11/11/2011,15/11/2011,Second Class,TS-21430,41.99,Medium
IT-2013-4950041,20/12/2013,24/12/2013,Standard Class,TT-21220,41.98,Medium
IN-2012-41415,08/06/2012,10/06/2012,First Class,HG-14845,41.98,Critical
MX-2014-112179,29/12/2014,02/01/2015,Standard Class,AR-10570,41.97,Medium
CA-2013-136686,13/12/2013,17/12/2013,Standard Class,RF-19840,41.95,High
US-2012-157056,01/05/2012,06/05/2012,Second Class,DK-12835,41.95,High
MX-2014-154802,21/07/2014,26/07/2014,Standard Class,BD-11635,41.94,Medium
IN-2014-68204,03/06/2014,09/06/2014,Standard Class,MY-17380,41.93,Low
CA-2013-152730,31/05/2013,05/06/2013,Standard Class,EM-14140,41.93,Medium
TU-2012-6640,28/11/2012,01/12/2012,First Class,RB-9435,41.93,Medium
IN-2011-63115,31/03/2011,06/04/2011,Standard Class,RM-19750,41.92,Low
MX-2012-119249,04/07/2012,04/07/2012,Same Day,CL-11890,41.89,Medium
PL-2012-8620,28/02/2012,05/03/2012,Standard Class,FM-4290,41.89,Medium
ES-2012-3192468,11/10/2012,13/10/2012,First Class,SH-20635,41.87,High
CG-2011-8680,12/08/2011,14/08/2011,First Class,JD-5895,41.86,Critical
CA-2014-108329,10/12/2014,15/12/2014,Standard Class,LE-16810,41.85,Medium
KE-2014-8570,03/12/2014,03/12/2014,Same Day,ES-4020,41.85,Critical
AG-2014-8390,27/05/2014,30/05/2014,Second Class,CR-2820,41.85,Critical
CA-2014-130302,15/09/2014,20/09/2014,Standard Class,CY-12745,41.84,Medium
IT-2011-4081442,01/09/2011,04/09/2011,First Class,FH-14365,41.83,Critical
CA-2013-142895,22/07/2013,27/07/2013,Standard Class,BP-11290,41.83,High
IN-2014-73972,20/03/2014,27/03/2014,Standard Class,BT-11485,41.81,Low
ID-2013-10818,23/10/2013,25/10/2013,Second Class,AB-10165,41.81,Critical
ID-2013-23495,07/02/2013,14/02/2013,Standard Class,SH-20395,41.8,Medium
CA-2011-164721,25/11/2011,27/11/2011,Second Class,LW-16825,41.8,High
CA-2014-129378,02/10/2014,03/10/2014,First Class,NS-18505,41.79,High
US-2012-133900,15/04/2012,17/04/2012,First Class,BB-10990,41.79,High
CG-2013-2860,17/05/2013,22/05/2013,Second Class,AR-570,41.78,Medium
EG-2014-710,03/09/2014,09/09/2014,Standard Class,DH-3675,41.78,Medium
ES-2013-1686888,27/05/2013,31/05/2013,Second Class,CA-12265,41.77,Medium
IT-2012-2498718,30/07/2012,04/08/2012,Standard Class,MH-17620,41.77,High
EG-2012-8420,28/11/2012,01/12/2012,First Class,CC-2475,41.76,Medium
TU-2012-1600,15/02/2012,19/02/2012,Standard Class,AH-195,41.74,Medium
ES-2011-1875818,06/09/2011,10/09/2011,Standard Class,BM-11650,41.73,Medium
TU-2014-5170,29/08/2014,02/09/2014,Standard Class,PS-8970,41.73,High
MX-2013-134005,01/06/2013,05/06/2013,Standard Class,TS-21205,41.73,Medium
IN-2014-60553,28/11/2014,03/12/2014,Standard Class,OT-18730,41.69,High
MX-2013-138107,27/06/2013,01/07/2013,Standard Class,BD-11770,41.67,Medium
IN-2013-84479,21/05/2013,26/05/2013,Standard Class,BW-11200,41.66,Medium
CA-2011-103191,22/09/2011,27/09/2011,Standard Class,VG-21805,41.66,High
IR-2013-7220,02/09/2013,05/09/2013,Second Class,DK-3150,41.65,Critical
UP-2013-9840,29/07/2013,05/08/2013,Standard Class,DV-3465,41.64,Low
CA-2014-149048,14/05/2014,18/05/2014,Standard Class,BM-11650,41.63,Medium
SU-2014-3390,02/01/2014,06/01/2014,Standard Class,JM-5250,41.63,Medium
MX-2012-155775,24/12/2012,24/12/2012,Same Day,BM-11140,41.61,High
TU-2012-7410,05/11/2012,10/11/2012,Standard Class,SV-10815,41.61,High
MX-2013-121167,06/09/2013,10/09/2013,Standard Class,TP-21130,41.61,High
ES-2012-5373843,18/09/2012,25/09/2012,Standard Class,MF-17665,41.6,Medium
ID-2012-34891,17/02/2012,21/02/2012,Standard Class,SE-20110,41.6,High
US-2011-118486,06/04/2011,08/04/2011,First Class,SD-20485,41.6,Critical
IN-2014-34877,02/05/2014,06/05/2014,Standard Class,LT-17110,41.57,Medium
ID-2014-86362,17/01/2014,22/01/2014,Standard Class,NZ-18565,41.56,Medium
MX-2014-113355,18/09/2014,23/09/2014,Standard Class,JF-15295,41.56,Medium
IN-2013-74231,20/09/2013,22/09/2013,First Class,KT-16465,41.55,High
CA-2013-149762,04/12/2013,08/12/2013,Standard Class,RD-19720,41.55,High
IN-2013-76296,26/09/2013,30/09/2013,Standard Class,SG-20470,41.54,Medium
ES-2012-5232287,11/06/2012,15/06/2012,Standard Class,BB-11545,41.53,Medium
UP-2013-710,02/08/2013,03/08/2013,Same Day,DO-3435,41.53,High
IN-2013-61505,10/08/2013,14/08/2013,Standard Class,TG-21310,41.52,High
CA-2012-8480,20/08/2012,24/08/2012,Second Class,SV-10365,41.51,Medium
ID-2014-31125,09/01/2014,14/01/2014,Standard Class,BT-11305,41.47,Medium
IN-2014-37341,03/10/2014,08/10/2014,Standard Class,BM-11785,41.45,Medium
CM-2014-9300,30/04/2014,05/05/2014,Standard Class,MH-7620,41.43,High
IN-2013-31881,12/09/2013,16/09/2013,Standard Class,GH-14665,41.42,High
TU-2014-9390,13/06/2014,15/06/2014,First Class,DK-2835,41.42,Critical
MX-2012-136315,26/11/2012,30/11/2012,Standard Class,AY-10555,41.41,High
MX-2012-130918,08/11/2012,10/11/2012,Second Class,AT-10735,41.4,Medium
ES-2013-1353166,26/09/2013,30/09/2013,Standard Class,RB-19570,41.4,Medium
IN-2014-22277,04/06/2014,09/06/2014,Standard Class,MF-18250,41.4,High
CA-2011-144029,26/05/2011,31/05/2011,Standard Class,MM-18055,41.4,Medium
UP-2013-6200,14/04/2013,20/04/2013,Standard Class,RB-9330,41.4,Medium
MX-2012-169600,23/05/2012,25/05/2012,First Class,MP-17470,41.38,Medium
ES-2012-5264524,06/07/2012,10/07/2012,Standard Class,SW-20755,41.38,High
IN-2012-32175,07/05/2012,13/05/2012,Standard Class,EB-14110,41.38,Medium
CF-2014-8240,09/05/2014,14/05/2014,Second Class,VB-11745,41.38,High
US-2014-103317,12/09/2014,14/09/2014,Second Class,GH-14425,41.37,Critical
IN-2013-46455,01/03/2013,06/03/2013,Standard Class,HW-14935,41.37,Medium
CA-2012-123155,09/03/2012,12/03/2012,First Class,NS-18640,41.35,Critical
ES-2014-1992981,03/05/2014,08/05/2014,Standard Class,CC-12550,41.33,Medium
IN-2012-59538,14/08/2012,19/08/2012,Standard Class,PO-18850,41.32,Medium
ES-2013-4992865,30/05/2013,05/06/2013,Standard Class,AT-10435,41.31,Medium
IR-2011-3170,25/07/2011,31/07/2011,Standard Class,FH-4365,41.29,Low
ID-2012-50193,24/08/2012,27/08/2012,Second Class,ZC-21910,41.28,Critical
CA-2012-157322,02/07/2012,06/07/2012,Standard Class,RH-19600,41.27,Medium
MX-2013-166604,17/05/2013,19/05/2013,Second Class,JL-15235,41.24,Critical
TU-2013-5470,04/09/2013,06/09/2013,First Class,PF-9225,41.24,Critical
AO-2013-2100,05/06/2013,09/06/2013,Standard Class,AS-285,41.24,High
ID-2013-30915,10/06/2013,16/06/2013,Standard Class,TB-21520,41.23,Medium
IT-2014-1885149,30/07/2014,04/08/2014,Standard Class,KD-16345,41.22,Medium
ID-2012-11987,25/06/2012,29/06/2012,Standard Class,IM-15070,41.22,High
RS-2013-1610,17/07/2013,19/07/2013,First Class,PB-8805,41.21,Critical
IN-2013-52972,31/12/2013,04/01/2014,Standard Class,BD-11620,41.18,Medium
CA-2013-141397,21/06/2013,22/06/2013,First Class,RC-19825,41.18,Critical
MX-2013-149482,11/12/2013,16/12/2013,Standard Class,RF-19345,41.17,Medium
IT-2014-3434385,06/10/2014,08/10/2014,Second Class,SC-20380,41.17,High
ES-2014-3079041,19/09/2014,25/09/2014,Standard Class,SC-20770,41.15,Low
IT-2013-1943902,06/06/2013,11/06/2013,Standard Class,AO-10810,41.13,Medium
IN-2012-81861,27/08/2012,01/09/2012,Second Class,EH-14005,41.12,Medium
CA-2014-117401,19/05/2014,23/05/2014,Second Class,PP-18955,41.12,Medium
